composition_id,material_id,concentration,name,charactaristic
1217,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1217,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1218,422,1.0,High methoxyl pectin,DE: 65–69 %
1219,204,1.0,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1220,424,1.0,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1221,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1222,422,0.5,High methoxyl pectin,DE: 65–69 %
1222,204,0.5,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1223,422,0.5,High methoxyl pectin,DE: 65–69 %
1223,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1224,422,0.5,High methoxyl pectin,DE: 65–69 %
1224,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1225,204,0.5,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1225,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1226,204,0.5,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1226,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1227,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1227,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1218,426,5.0,Tomato paste,SMILES見つかる？
1219,426,5.0,Tomato paste,SMILES見つかる？
1220,426,5.0,Tomato paste,SMILES見つかる？
1221,426,5.0,Tomato paste,SMILES見つかる？
1222,426,5.0,Tomato paste,SMILES見つかる？
1223,426,5.0,Tomato paste,SMILES見つかる？
1224,426,5.0,Tomato paste,SMILES見つかる？
1225,426,5.0,Tomato paste,SMILES見つかる？
1226,426,5.0,Tomato paste,SMILES見つかる？
1227,426,5.0,Tomato paste,SMILES見つかる？
1228,422,1.0,High methoxyl pectin,DE: 65–69 %
1228,426,10.0,Tomato paste,SMILES見つかる？
1229,204,1.0,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1229,426,10.0,Tomato paste,SMILES見つかる？
1231,424,1.0,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1231,426,10.0,Tomato paste,SMILES見つかる？
1232,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1232,426,10.0,Tomato paste,SMILES見つかる？
1233,422,0.5,High methoxyl pectin,DE: 65–69 %
1233,204,0.5,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1233,426,10.0,Tomato paste,SMILES見つかる？
1234,422,0.5,High methoxyl pectin,DE: 65–69 %
1234,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1234,426,10.0,Tomato paste,SMILES見つかる？
1235,422,0.5,High methoxyl pectin,DE: 65–69 %
1235,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1235,426,10.0,Tomato paste,SMILES見つかる？
1236,204,0.5,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1236,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1236,426,10.0,Tomato paste,SMILES見つかる？
1237,204,0.5,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
1237,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1237,426,10.0,Tomato paste,SMILES見つかる？
1238,425,0.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1238,424,0.5,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1238,426,10.0,Tomato paste,SMILES見つかる？
1239,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1239,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
1239,427,30.0,chitosan glycerol,chitin
1208,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1209,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1210,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1211,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1212,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1213,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1214,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1215,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1216,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1217,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1218,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1241,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1241,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
1241,427,30.0,chitosan glycerol,chitin
1219,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1220,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1241,428,0.25,chitosanGO,chitosan+GrapheneOxide
1221,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1222,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1241,26,50.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
1223,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1224,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1225,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1226,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1227,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1228,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1229,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1231,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1232,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1233,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1234,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1235,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1236,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1237,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1238,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1244,425,3.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1245,425,2.875,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1245,429,0.125,Pedada flour,組成なし
1246,425,2.75,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1246,429,0.25,Pedada flour,組成なし
1247,425,2.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1247,429,0.5,Pedada flour,組成なし
1248,425,2.25,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1248,429,0.75,Pedada flour,組成なし
1251,430,1.0,delonix regia galactomannan,DRG
1252,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1252,146,1.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1252,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1252,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1251,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1253,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1253,146,1.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1253,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1253,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1254,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1254,146,1.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1254,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1254,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1255,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1255,146,2.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1255,425,3.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1255,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1256,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1256,146,3.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1256,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1256,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1257,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1257,425,3.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1257,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1258,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1258,146,1.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1258,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1259,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1259,146,1.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1259,425,3.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1259,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1260,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1260,146,2.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1260,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1260,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1261,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1261,146,1.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1261,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1261,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1262,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1262,146,3.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1262,425,3.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1262,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1263,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1263,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1264,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1264,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1265,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1265,146,3.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1265,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1266,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1266,146,2.0,wine lees extract (WLE),"A byproduct of wine fermentation, containing antioxidants and nutrients."
1266,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1267,41,5.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1267,425,1.5,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1267,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1251,431,0.1,Vanillin,added as preservative
1269,430,1.0,delonix regia galactomannan,DRG
1269,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1270,430,1.0,delonix regia galactomannan,DRG
1270,431,0.1,Vanillin,added as preservative
1271,430,1.0,delonix regia galactomannan,DRG
1276,430,0.5,delonix regia galactomannan,DRG
1276,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1276,431,0.1,Vanillin,added as preservative
1276,5,0.5,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
1277,430,0.5,delonix regia galactomannan,DRG
1277,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1277,5,0.5,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
1278,430,0.5,delonix regia galactomannan,DRG
1278,431,0.1,Vanillin,added as preservative
1278,5,0.5,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
1279,430,0.5,delonix regia galactomannan,DRG
1279,5,0.5,corn starch,"A starch derived from corn kernels, commonly used as a thickener in cooking and baking."
1281,425,2.7,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1281,23,1.296,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1282,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1282,23,1.296,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1283,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1283,23,1.296,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1282,432,1.7,gum ghatti,a
1283,433,1.7,carboxymethyl starch,a
1284,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1284,23,1.296,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1284,433,0.7,carboxymethyl starch,a
1284,432,1.0,gum ghatti,a
1285,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1286,425,1.0,κ-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1286,435,0.7,green tea extract (GTE),a
1288,424,1.0,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1291,424,1.0,ι-carrageenan,二糖類あたり1つ（カッパ）または2つ（イオタ）のエステル硫酸基を有しています
1291,435,0.7,green tea extract (GTE),a
1292,434,1.0,λ-carrageenan,a
1293,434,1.0,λ-carrageenan,a
1293,435,0.7,green tea extract (GTE),a
1294,194,1.2,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1294,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1295,194,1.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1295,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1295,436,0.2,levan,a
1296,194,0.8,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1296,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1296,436,0.4,levan,a
1297,194,0.6,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1297,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1297,436,0.6,levan,a
1298,194,0.4,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1298,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1298,436,0.8,levan,a
1299,194,0.2,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1299,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1299,436,1.0,levan,a
1300,169,0.8,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1300,436,1.2,levan,a
1301,43,2.0,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1301,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1302,43,2.0,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1302,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1302,329,0.06,Roselle extract,a
1303,282,2.0,Carboxymethyl chitosan,a
1303,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1304,282,2.0,Carboxymethyl chitosan,a
1304,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1304,329,0.06,Roselle extract,a
1305,282,1.0,Carboxymethyl chitosan,a
1305,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1305,43,1.0,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1306,282,1.0,Carboxymethyl chitosan,a
1306,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1306,43,1.0,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1306,329,0.06,Roselle extract,a
1307,43,3.0,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1307,23,2.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1309,194,1.33,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1309,43,1.33,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1309,23,0.8,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1310,194,1.33,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
1310,43,1.33,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
1310,23,0.8,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1310,221,0.13,grape seed extract,"OC1C(OC2C(C3=CC=C(O)C(O)=C3)OC4=CC(O)=CC(O)=C4C2)(C5=CC=C(O)C(O)=C5)OC6=CC(O)=CC(O)=C6C1O
"
1312,437,6.0,SHPI,サンヘンプシードタンパク質分離物（SHPI）
1312,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1314,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1314,216,6.0,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1315,437,5.4,SHPI,サンヘンプシードタンパク質分離物（SHPI）
1315,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1315,216,0.6,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1315,93,1.0,clove essential oil,"An oil derived from clove buds, known for its strong aroma and antimicrobial effects."
1316,437,4.8,SHPI,サンヘンプシードタンパク質分離物（SHPI）
1316,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1316,216,1.2,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1316,93,1.0,clove essential oil,"An oil derived from clove buds, known for its strong aroma and antimicrobial effects."
1317,437,4.2,SHPI,サンヘンプシードタンパク質分離物（SHPI）
1317,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1317,216,1.8,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1317,93,1.0,clove essential oil,"An oil derived from clove buds, known for its strong aroma and antimicrobial effects."
1318,437,3.6,SHPI,サンヘンプシードタンパク質分離物（SHPI）
1318,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1318,216,2.4,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1318,93,1.0,clove essential oil,"An oil derived from clove buds, known for its strong aroma and antimicrobial effects."
1319,437,3.0,SHPI,サンヘンプシードタンパク質分離物（SHPI）
1319,23,2.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1319,216,3.0,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1319,93,1.0,clove essential oil,"An oil derived from clove buds, known for its strong aroma and antimicrobial effects."
1321,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1321,25,0.25,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
1321,439,1.5,Albizia gum (AZG),"It is constituted of galactose, arabinose, mannose, glucuronic acid, 4-O-methyl-glucuronic acid and rhamnose"
1322,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1322,25,0.25,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
1322,439,3.0,Albizia gum (AZG),"It is constituted of galactose, arabinose, mannose, glucuronic acid, 4-O-methyl-glucuronic acid and rhamnose"
1323,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1323,25,0.25,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
1323,439,4.5,Albizia gum (AZG),"It is constituted of galactose, arabinose, mannose, glucuronic acid, 4-O-methyl-glucuronic acid and rhamnose"
1324,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1324,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1325,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1325,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1325,440,0.5,Moringa oleifera purified flavonoids (MOPF),"Flavonoids are defined as a class of phenolic compounds widely distributed in plants, known for their antioxidative properties and potential health benefits, including cancer prevention and anti-inflammatory effects. They are commonly found in a variety of fruits, vegetables, tea, and coffee."
1326,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1326,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1326,440,1.0,Moringa oleifera purified flavonoids (MOPF),"Flavonoids are defined as a class of phenolic compounds widely distributed in plants, known for their antioxidative properties and potential health benefits, including cancer prevention and anti-inflammatory effects. They are commonly found in a variety of fruits, vegetables, tea, and coffee."
1327,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1327,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1327,440,2.0,Moringa oleifera purified flavonoids (MOPF),"Flavonoids are defined as a class of phenolic compounds widely distributed in plants, known for their antioxidative properties and potential health benefits, including cancer prevention and anti-inflammatory effects. They are commonly found in a variety of fruits, vegetables, tea, and coffee."
1328,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1328,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1328,440,4.0,Moringa oleifera purified flavonoids (MOPF),"Flavonoids are defined as a class of phenolic compounds widely distributed in plants, known for their antioxidative properties and potential health benefits, including cancer prevention and anti-inflammatory effects. They are commonly found in a variety of fruits, vegetables, tea, and coffee."
1331,76,3.5,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
1331,123,1.08,lecithin,A natural emulsifier used in food and pharmaceuticals.
1331,169,1.32,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1331,23,0.66,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1332,76,3.5,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
1332,123,1.08,lecithin,A natural emulsifier used in food and pharmaceuticals.
1332,169,1.32,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
1332,23,0.66,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1332,415,1.33,propolis extract,a
1333,216,4.0,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1333,77,0.4,carboxy-methyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and pharmaceuticals.
1333,23,1.32,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1334,216,4.0,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1334,77,0.4,carboxy-methyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and pharmaceuticals.
1334,23,1.32,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1334,441,0.03,anthocyanin,"Anthocyanins are a type of flavonoid that serve as pigmenting agents in plants, contributing to their color and providing potential health benefits. They are known for their presence in various fruits and vegetables and exhibit antimicrobial activity."
1335,216,4.0,starch,A carbohydrate polymer used as a thickener and stabilizer in food.
1335,77,0.4,carboxy-methyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and pharmaceuticals.
1335,23,1.32,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1335,441,0.06,anthocyanin,"Anthocyanins are a type of flavonoid that serve as pigmenting agents in plants, contributing to their color and providing potential health benefits. They are known for their presence in various fruits and vegetables and exhibit antimicrobial activity."
